DDI-DrugBank.d114.s5.p0	PROLEUKIN	None	brand	antineoplastic agents	None	True	effect	group	Hypersensitivity reactions have been reported in patients receiving combination regimens containing sequential high dose PROLEUKIN and antineoplastic agents, specifically, dacarbazine, cis-platinum, tamoxifen and interferon-alfa.
DDI-DrugBank.d12.s7.p0	lovastatin	DB00227	drug	fibrate	None	True	effect	group	For these reasons, it is felt that, in most subjects who have had an unsatisfactory lipid response to either drug alone, the possible benefits of combined therapy with lovastatin and a fibrate do not outweigh the risks of severe myopathy, rhabdomyolysis, and acute renal failure.
DDI-DrugBank.d121.s1.p0	probenecid	DB01032	drug	cefprozil	DB01150	True	mechanism	drug	Concomitant administration of probenecid doubled the AUC for cefprozil.
DDI-DrugBank.d122.s0.p2	cephalosporins	None	group	furosemide	DB00695	True	effect	drug	Nephrotoxicity has been reported following concomitant administration of cephalosporins with aminoglycoside antibiotics or potent diuretics such as furosemide.
DDI-DrugBank.d123.s16.p5	quinolones	None	group	theophylline	DB00277	True	mechanism	drug	Theophylline: As with some other quinolones, concurrent administration of ciprofloxacin with theophylline may lead to elevated serum concentrations of theophylline and prolongation of its elimination half-life.
DDI-DrugBank.d123.s3.p4	ciprofloxacin	DB00537	drug	glyburide	DB01016	True	effect	drug	Glyburide: The concomitant administration of ciprofloxacin with the sulfonylurea glyburide has, on rare occasions, resulted in severe hypoglycemia.
DDI-DrugBank.d123.s8.p1	quinolone	None	group	magnesium	DB01378	True	mechanism	drug	Multivalent Cation-Containing Products: Concurrent administration of a quinolone, including ciprofloxacin, with multivalent cation-containing products such as magnesium or aluminum antacids, sucralfate, VIDEX chewable/buffered tablets or pediatric powder, or products containing calcium, iron, or zinc may substantially decrease the absorption of ciprofloxacin, resulting in serum and urine levels considerably lower than desired.
DDI-DrugBank.d123.s8.p7	quinolone	None	group	iron	DB01592	True	mechanism	drug	Multivalent Cation-Containing Products: Concurrent administration of a quinolone, including ciprofloxacin, with multivalent cation-containing products such as magnesium or aluminum antacids, sucralfate, VIDEX chewable/buffered tablets or pediatric powder, or products containing calcium, iron, or zinc may substantially decrease the absorption of ciprofloxacin, resulting in serum and urine levels considerably lower than desired.
DDI-DrugBank.d115.s16.p0	acetaminophen	DB00316	drug	Gleevec	None	True	mechanism	brand	Systemic exposure to acetaminophen is expected to be increased when coadministered with Gleevec.
DDI-DrugBank.d115.s9.p0	Gleevec	None	brand	cyclosporine	DB00091	True	advise	drug	Particular caution is recommended when administering Gleevec with CYP3A4 substrates that have a narrow therapeutic window (e.g., cyclosporine or pimozide).
DDI-DrugBank.d122.s0.p1	cephalosporins	None	group	diuretics	None	True	effect	group	Nephrotoxicity has been reported following concomitant administration of cephalosporins with aminoglycoside antibiotics or potent diuretics such as furosemide.
DDI-DrugBank.d123.s14.p2	phenytoin	DB00252	drug	ciprofloxacin	DB00537	True	mechanism	drug	Phenytoin: Altered serum levels of phenytoin (increased and decreased) have been reported in patients receiving concomitant ciprofloxacin.
DDI-DrugBank.d123.s8.p18	ciprofloxacin	DB00537	drug	ciprofloxacin	DB00537	True	mechanism	drug	Multivalent Cation-Containing Products: Concurrent administration of a quinolone, including ciprofloxacin, with multivalent cation-containing products such as magnesium or aluminum antacids, sucralfate, VIDEX chewable/buffered tablets or pediatric powder, or products containing calcium, iron, or zinc may substantially decrease the absorption of ciprofloxacin, resulting in serum and urine levels considerably lower than desired.
DDI-DrugBank.d124.s26.p129	fentanyl	DB00813	drug	saquinavir	DB01232	True	mechanism	drug	Although specific studies have not been performed, coadministration with drugs that are mainly metabolized by CYP3A4 (eg, calcium channel blockers, dapsone, disopyramide, quinine, amiodarone, quinidine, warfarin, tacrolimus, cyclosporine, ergot derivatives, pimozide, carbamazepine, fentanyl, alfentanyl, alprazolam, and triazolam) may have elevated plasma concentrations when coadministered with saquinavir;
DDI-DrugBank.d124.s26.p135	triazolam	DB00897	drug	saquinavir	DB01232	True	mechanism	drug	Although specific studies have not been performed, coadministration with drugs that are mainly metabolized by CYP3A4 (eg, calcium channel blockers, dapsone, disopyramide, quinine, amiodarone, quinidine, warfarin, tacrolimus, cyclosporine, ergot derivatives, pimozide, carbamazepine, fentanyl, alfentanyl, alprazolam, and triazolam) may have elevated plasma concentrations when coadministered with saquinavir;
DDI-DrugBank.d124.s26.p57	quinine	DB00468	drug	saquinavir	DB01232	True	mechanism	drug	Although specific studies have not been performed, coadministration with drugs that are mainly metabolized by CYP3A4 (eg, calcium channel blockers, dapsone, disopyramide, quinine, amiodarone, quinidine, warfarin, tacrolimus, cyclosporine, ergot derivatives, pimozide, carbamazepine, fentanyl, alfentanyl, alprazolam, and triazolam) may have elevated plasma concentrations when coadministered with saquinavir;
DDI-DrugBank.d110.s0.p8	epinephrine	DB00668	drug	phenothiazines	None	True	effect	group	The administration of local anesthetic solutions containing epinephrine or norepinephrine to patients receiving monoamine oxidase inhibitors, tricyclic antidepressants or phenothiazines may produce severe, prolonged hypotension or hypertension.
DDI-DrugBank.d111.s0.p14	L-tyrosine	DB00135	drug	MAO inhibitors	None	True	effect	group	Non-selective MAO inhibitors including tranylcypromine sulfate, phenelzine sulfate, and pargyline HC1: Concomitant use of L-tyrosine and non-selective MAO inhibitors may cause hypertension.
DDI-DrugBank.d115.s0.p12	Gleevec	None	brand	itraconazole	DB01167	True	advise	drug	Drugs that may alter imatinib plasma concentrations Drugs that may increase imatinib plasma concentrations: Caution is recommended when administering Gleevec with inhibitors of the CYP3A4 family (e.g., ketoconazole, itraconazole, erythromycin, clarithromycin).
DDI-DrugBank.d115.s10.p2	Gleevec	None	brand	HMG-CoA reductase inhibitors	None	True	mechanism	group	Gleevec will increase plasmaconcentration of other CYP3A4 metabolized drugs (e.g., triazolo-benzodiazepines, dihydropyridine calcium channel blockers, certain HMG-CoA reductase inhibitors, etc.).
DDI-DrugBank.d12.s0.p0	anticoagulants	None	group	Atromid-S	None	True	advise	brand	Caution should be exercised when anticoagulants are given in conjunction with Atromid-S.
DDI-DrugBank.d12.s3.p0	Atromid-S	None	brand	phenytoin	DB00252	True	mechanism	drug	Atromid-S may displace acidic drugs such as phenytoin or tolbutamide from their binding sites.
DDI-DrugBank.d121.s0.p0	aminoglycoside antibiotics	None	group	cephalosporin antibiotics	None	True	effect	group	Nephrotoxicity has been reported following concomitant administration of aminoglycoside antibiotics and cephalosporin antibiotics.
DDI-DrugBank.d123.s15.p4	Probenecid	DB01032	drug	ciprofloxacin	DB00537	True	mechanism	drug	Probenecid: Probenecid interferes with renal tubular secretion of ciprofloxacin and produces an increase in the level of ciprofloxacin in serum.
DDI-DrugBank.d123.s19.p4	Quinolones	None	group	warfarin	DB00682	True	effect	drug	Warfarin: Quinolones have been reported to enhance the effects of the oral anticoagulant warfarin or its derivatives.
DDI-DrugBank.d123.s3.p3	ciprofloxacin	DB00537	drug	sulfonylurea	None	True	effect	group	Glyburide: The concomitant administration of ciprofloxacin with the sulfonylurea glyburide has, on rare occasions, resulted in severe hypoglycemia.
DDI-DrugBank.d124.s26.p44	disopyramide	DB00280	drug	saquinavir	DB01232	True	mechanism	drug	Although specific studies have not been performed, coadministration with drugs that are mainly metabolized by CYP3A4 (eg, calcium channel blockers, dapsone, disopyramide, quinine, amiodarone, quinidine, warfarin, tacrolimus, cyclosporine, ergot derivatives, pimozide, carbamazepine, fentanyl, alfentanyl, alprazolam, and triazolam) may have elevated plasma concentrations when coadministered with saquinavir;
DDI-DrugBank.d124.s26.p69	amiodarone	DB01118	drug	saquinavir	DB01232	True	mechanism	drug	Although specific studies have not been performed, coadministration with drugs that are mainly metabolized by CYP3A4 (eg, calcium channel blockers, dapsone, disopyramide, quinine, amiodarone, quinidine, warfarin, tacrolimus, cyclosporine, ergot derivatives, pimozide, carbamazepine, fentanyl, alfentanyl, alprazolam, and triazolam) may have elevated plasma concentrations when coadministered with saquinavir;
DDI-DrugBank.d124.s28.p0	INVIRASE	None	brand	ritonavir	DB00503	True	advise	drug	Since INVIRASE is coadministered with ritonavir, the ritonavir label should be reviewed for additional drugs that should not be coadministered.
DDI-DrugBank.d13.s0.p1	Flupenthixol	None	drug	MAOI	None	True	int	group	Drug Interactions: Flupenthixol may interact with some drugs, like Monoamine oxidase inhibitors (MAOI): MAOI could theoretically affect flupenthixol pharmacodynamics - Arecoline - Eproxindine - Ethanol: Flupenthixol and Ethanol cause additive CNS depression - Tricyclic antidepressants: Flupenthixol increases the effect of Tricyclic antidepressants
DDI-DrugBank.d13.s0.p30	MAOI	None	group	flupenthixol	None	True	effect	drug	Drug Interactions: Flupenthixol may interact with some drugs, like Monoamine oxidase inhibitors (MAOI): MAOI could theoretically affect flupenthixol pharmacodynamics - Arecoline - Eproxindine - Ethanol: Flupenthixol and Ethanol cause additive CNS depression - Tricyclic antidepressants: Flupenthixol increases the effect of Tricyclic antidepressants
DDI-DrugBank.d130.s0.p0	Lincomycin	DB01627	drug	neuromuscular blocking agents	None	True	effect	group	Lincomycin has been shown to have neuromuscular blocking properties that may enhance the action of other neuromuscular blocking agents.
DDI-DrugBank.d131.s10.p10	alprazolam	DB00404	drug	nifedipine	DB01115	True	int	drug	Data from in vitro studies of benzodiazepines other than alprazolam suggest a possible drug interaction for the following: ergotamine, cyclosporine, amiodarone, nicardipine, and nifedipine.
DDI-DrugBank.d131.s10.p3	benzodiazepines	None	group	amiodarone	DB01118	True	int	drug	Data from in vitro studies of benzodiazepines other than alprazolam suggest a possible drug interaction for the following: ergotamine, cyclosporine, amiodarone, nicardipine, and nifedipine.
DDI-DrugBank.d124.s30.p3	phenobarbital	DB01174	drug	saquinavir	DB01232	True	mechanism	drug	Coadministration with compounds that are potent inducers of CYP3A4 (eg, phenobarbital, phenytoin, dexamethasone, carbamazepine) may result in decreased plasma levels of saquinavir.
DDI-DrugBank.d124.s30.p9	carbamazepine	DB00564	drug	saquinavir	DB01232	True	mechanism	drug	Coadministration with compounds that are potent inducers of CYP3A4 (eg, phenobarbital, phenytoin, dexamethasone, carbamazepine) may result in decreased plasma levels of saquinavir.
DDI-DrugBank.d130.s2.p0	lincomycin	DB01627	drug	erythromycin	DB00199	True	effect	drug	Antagonism between lincomycin and erythromycin in vitro has been demonstrated.
DDI-DrugBank.d131.s1.p1	imipramine	DB00458	drug	alprazolam	DB00404	True	mechanism	drug	The steady state plasma concentrations of imipramine and desipramine have been reported to be increased an average of 31% and 20%, respectively, by the concomitant administration of alprazolam tablets in doses up to 4 mg/day.
DDI-DrugBank.d131.s10.p4	benzodiazepines	None	group	nicardipine	DB00622	True	int	drug	Data from in vitro studies of benzodiazepines other than alprazolam suggest a possible drug interaction for the following: ergotamine, cyclosporine, amiodarone, nicardipine, and nifedipine.
DDI-DrugBank.d131.s10.p8	alprazolam	DB00404	drug	amiodarone	DB01118	True	int	drug	Data from in vitro studies of benzodiazepines other than alprazolam suggest a possible drug interaction for the following: ergotamine, cyclosporine, amiodarone, nicardipine, and nifedipine.
DDI-DrugBank.d131.s6.p0	propoxyphene	None	drug	alprazolam	DB00404	True	mechanism	drug	Coadministration of propoxyphene decreased the maximum plasma concentration of alprazolam by 6%, decreased clearance by 38%, and increased half-life by 58%.
DDI-DrugBank.d132.s11.p3	diflunisal	DB00861	drug	acetaminophen	DB00316	True	mechanism	drug	Acetaminophen: In normal volunteers, concomitant administration of diflunisal and acetaminophen resulted in an approximate 50% increase in plasma levels of acetaminophen.
DDI-DrugBank.d132.s17.p0	Nonsteroidal anti-inflammatory drugs	None	group	methotrexate	DB00563	True	mechanism	drug	Nonsteroidal anti-inflammatory drugs have been reported to decrease the tubular secretion of methotrexate and to potentiate its toxicity.
DDI-DrugBank.d132.s6.p0	Diflunisal	DB00861	drug	hydrochlorothiazide	DB00999	True	effect	drug	Diflunisal decreased the hyperuricemic effect of hydrochlorothiazide.
DDI-DrugBank.d123.s8.p10	ciprofloxacin	DB00537	drug	magnesium	DB01378	True	mechanism	drug	Multivalent Cation-Containing Products: Concurrent administration of a quinolone, including ciprofloxacin, with multivalent cation-containing products such as magnesium or aluminum antacids, sucralfate, VIDEX chewable/buffered tablets or pediatric powder, or products containing calcium, iron, or zinc may substantially decrease the absorption of ciprofloxacin, resulting in serum and urine levels considerably lower than desired.
DDI-DrugBank.d123.s8.p5	quinolone	None	group	VIDEX	None	True	mechanism	brand	Multivalent Cation-Containing Products: Concurrent administration of a quinolone, including ciprofloxacin, with multivalent cation-containing products such as magnesium or aluminum antacids, sucralfate, VIDEX chewable/buffered tablets or pediatric powder, or products containing calcium, iron, or zinc may substantially decrease the absorption of ciprofloxacin, resulting in serum and urine levels considerably lower than desired.
DDI-DrugBank.d129.s3.p0	androgens	None	group	insulin	None	True	effect	drug	In diabetic patients, the metabolic effects of androgens may decrease blood glucose and therefore, insulin requirements.
DDI-DrugBank.d131.s5.p7	fluoxetine	DB00472	drug	alprazolam	DB00404	True	mechanism	drug	Drugs Demonstrated to be CYP 3A Inhibitors of Possible Clinical Significance on the Basis of Clinical Studies Involving Alprazolam (caution is recommended during coadministration with alprazolam): Coadministration of fluoxetine with alprazolam increased the maximum plasma concentration of alprazolam by 46%, decreased clearance by 21%, increased half-life by 17%, and decreased measured psychomotor performance.
DDI-DrugBank.d131.s8.p64	alprazolam	DB00404	drug	isoniazid	DB00951	True	int	drug	Drugs and other substances demonstrated to be CYP 3A inhibitors on the basis of clinical studies involving benzodiazepines metabolized similarly to alprazolam or on the basis of in vitro studies with alprazolam or other benzodiazepines (caution is recommended during coadministration with alprazolam): Available data from clinical studies of benzodiazepines other than alprazolam suggest a possible drug interaction with alprazolam for the following: diltiazem, isoniazid, macrolide antibiotics such as erythromycin and clarithromycin, and grapefruit juice.
DDI-DrugBank.d131.s8.p65	alprazolam	DB00404	drug	macrolide antibiotics	None	True	int	group	Drugs and other substances demonstrated to be CYP 3A inhibitors on the basis of clinical studies involving benzodiazepines metabolized similarly to alprazolam or on the basis of in vitro studies with alprazolam or other benzodiazepines (caution is recommended during coadministration with alprazolam): Available data from clinical studies of benzodiazepines other than alprazolam suggest a possible drug interaction with alprazolam for the following: diltiazem, isoniazid, macrolide antibiotics such as erythromycin and clarithromycin, and grapefruit juice.
DDI-DrugBank.d131.s7.p0	contraceptives	None	group	alprazolam	DB00404	True	mechanism	drug	Coadministration of oral contraceptives increased the maximum plasma concentration of alprazolam by 18%, decreased clearance by 22%, and increased half-life by 29%.
DDI-DrugBank.d132.s19.p0	NSAIDs	None	group	cyclosporine	DB00091	True	advise	drug	NSAIDs should be used with caution in patients taking cyclosporine, and renal function should be carefully monitored.
DDI-DrugBank.d133.s0.p0	BOTOX	None	brand	aminoglycosides	None	True	advise	group	Co-administration of BOTOX and aminoglycosides or other agents interfering with neuromuscular transmission (e.g., curare-like compounds) should only be performed with caution as the effect of the toxin may be potentiated.
DDI-DrugBank.d137.s10.p2	tricyclic anti-depressants	None	group	bepridil hydrochloride	None	True	effect	drug	Anti-arrhythmics and tricyclic anti-depressants could exaggerate the prolongation of the QT interval observed with bepridil hydrochloride.
DDI-DrugBank.d139.s5.p3	mineral oil	None	drug_n	vitamin K	None	True	mechanism	group	Mineral Oil-Concomitant intake of mineral oil and vitamin K may reduce the absorption of vitamin K.
DDI-DrugBank.d140.s9.p5	atorvastatin	DB01076	drug	erythromycin	DB00199	True	mechanism	drug	Erythromycin: In healthy individuals, plasma concentrations of atorvastatin increased approximately 40% with coadministration of atorvastatin and erythromycin, a known inhibitor of cytochrome P450 3A4.
DDI-DrugBank.d142.s0.p2	LEVSIN	None	brand	haloperidol	DB00502	True	effect	drug	Additive adverse effects resulting from cholinergic blockade may occur when LEVSIN is administered concomitantly with other antimuscarinics, amantadine, haloperidol, phenothiazines, monoamine oxidase (MAO) inhibitors, tricyclic antidepressants or some antihistamines.
DDI-DrugBank.d144.s1.p5	ketoconazole	DB01026	drug	budesonide	DB01222	True	advise	drug	If treatment with inhibitors of CYP3A4 activity (such as ketoconazole, intraconazole, ritonavir, indinavir, saquinavir, erythromycin, etc.) is indicated, reduction of the budesonide dose should be considered.
DDI-DrugBank.d146.s2.p0	Colchicine	DB01394	drug	CNS depressants	None	True	effect	group	Colchicine may increase sensitivity to the CNS depressants.
DDI-DrugBank.d150.s1.p0	FLEXERIL	None	brand	alcohol	None	True	effect	drug	FLEXERIL may enhance the effects of alcohol, barbiturates, and other CNS depressants.
DDI-DrugBank.d150.s3.p0	Tricyclic antidepressants	None	group	tramadol	DB00193	True	effect	drug	Tricyclic antidepressants may enhance the seizure risk in patients taking tramadol
DDI-DrugBank.d133.s2.p0	botulinum toxin	None	group	botulinum toxin	None	True	effect	group	Excessive neuromuscular weakness may be exacerbated by administration of another botulinum toxin prior to the resolution of the effects of a previously administered botulinum toxin.
DDI-DrugBank.d135.s7.p2	ketoconazole	DB01026	drug	lapatinib	DB01259	True	mechanism	drug	Ketoconazole: In healthy subjects receiving ketoconazole, a CYP3A4 inhibitor, at 200 mg twice daily for 7 days, systemic exposure (AUC) to lapatinib was increased to approximately 3.6-fold of control and half-life increased to 1.7-fold of control.
DDI-DrugBank.d139.s3.p3	cholestyramine	DB01432	drug	vitamin K	None	True	mechanism	group	Cholestyramine-Concomitant intake of cholestyramine and vitamin K may reduce the absorption of vitamin K.
DDI-DrugBank.d142.s0.p1	LEVSIN	None	brand	amantadine	DB00915	True	effect	drug	Additive adverse effects resulting from cholinergic blockade may occur when LEVSIN is administered concomitantly with other antimuscarinics, amantadine, haloperidol, phenothiazines, monoamine oxidase (MAO) inhibitors, tricyclic antidepressants or some antihistamines.
DDI-DrugBank.d144.s1.p10	intraconazole	None	drug	budesonide	DB01222	True	advise	drug	If treatment with inhibitors of CYP3A4 activity (such as ketoconazole, intraconazole, ritonavir, indinavir, saquinavir, erythromycin, etc.) is indicated, reduction of the budesonide dose should be considered.
DDI-DrugBank.d144.s1.p17	indinavir	DB00224	drug	budesonide	DB01222	True	advise	drug	If treatment with inhibitors of CYP3A4 activity (such as ketoconazole, intraconazole, ritonavir, indinavir, saquinavir, erythromycin, etc.) is indicated, reduction of the budesonide dose should be considered.
DDI-DrugBank.d146.s1.p0	colchicine	DB01394	drug	alkalinizing agents	None	True	mechanism	group	The action of colchicine is potentiated by alkalinizing agents.
DDI-DrugBank.d148.s6.p1	Argatroban	DB00278	drug	thrombolytics	None	True	effect	group	Co-administration: Concomitant use of Argatroban with antiplatelet agents, thrombolytics, and other anticoagulants may increase the risk of bleeding.
DDI-DrugBank.d148.s6.p2	Argatroban	DB00278	drug	anticoagulants	None	True	effect	group	Co-administration: Concomitant use of Argatroban with antiplatelet agents, thrombolytics, and other anticoagulants may increase the risk of bleeding.
DDI-DrugBank.d153.s4.p1	Phenothiazines	None	group	epinephrine	DB00668	True	effect	drug	Phenothiazines and butyrophenones may reduce or reverse the pressor effect of epinephrine.
DDI-DrugBank.d132.s0.p4	diflunisal	DB00861	drug	warfarin	DB00682	True	effect	drug	Oral Anticoagulants: In some normal volunteers, the concomitant administration of diflunisal and warfarin, acenocoumarol, or phenprocoumon resulted in prolongation of prothrombin time.
DDI-DrugBank.d132.s16.p2	diflunisal	DB00861	drug	methotrexate	DB00563	True	advise	drug	Methotrexate: Caution should be used if diflunisal is administered concomitantly with methotrexate.
DDI-DrugBank.d138.s3.p0	Tricyclic antidepressants	None	group	clonidine	DB00575	True	effect	drug	Tricyclic antidepressants have been reported to blunt the hypotensive effect of systemic clonidine.It is not known whether the concurrent use of these agents with ALPHAGAN P in humans can lead to resulting interference with the IOP lowering effect.
DDI-DrugBank.d139.s4.p3	colestipol	DB00375	drug	vitamin K	None	True	mechanism	group	Colestipol-Concomitant intake of colestipol and vitamin K may reduce the absorption of vitamin K.
DDI-DrugBank.d139.s8.p2	Vitamin K	None	group	warfarin	DB00682	True	effect	drug	Warfarin-Vitamin K can antagonize the effect of warfarin
DDI-DrugBank.d14.s0.p0	nitroglycerin	DB00727	drug	vasodilators	None	True	effect	group	The vasodilating effects of nitroglycerin may be additive with those of other vasodilators.
DDI-DrugBank.d14.s2.p0	calcium channel blockers	None	group	nitrates	None	True	effect	group	Marked symptomatic orthostatic hypotension has been reported when calcium channel blockers and organic nitrates were used in combination.
DDI-DrugBank.d140.s1.p3	atorvastatin	DB01076	drug	Maalox TC	None	True	mechanism	brand	Antacid: When atorvastatin and Maalox TC suspension were coadministered, plasma concentrations of atorvastatin decreased approximately 35%.
