DDI-MedLine.d84.s3.p4	GL	drug_n	_	chloramphenicol	drug	_	false	to investigate the effects of antimicrobial combinations of druga with four kinds of drugn -lcb- drugn , drugn , drugn and drugb -rcb- , the fractional inhibitory concentration index -lcb- fici -rcb- was determined by checkerboard assay for each strain .
DDI-MedLine.d84.s4.p0	GL	drug_n	_	antibiotics	group	_	effect	the antimicrobial combinations of druga with four drugb resulted in additive effect in most instances , synergism in two instances , and antagonism in two instances .
DDI-MedLine.d84.s5.p0	GL	drug_n	_	cefazolin	drug	_	effect	synergism was observed when druga was combined with drugb against bacillus subtilis and klebsiella oxytoca .
DDI-MedLine.d13.s7.p0	amphetamine	drug	_	heroin	drug_n	_	false	on the basis of the estimated number of regular users of intravenous druga in ontario , the mortality rate in such users is at least four times as high as in the general population of the same age , and is comparable to that in alcoholics and drugb addicts .
DDI-MedLine.d13.s8.p0	alcohol	drug	_	amphetamine	drug	_	false	however , the absolute number of druga - related deaths is far greater than the number of deaths in drugb or drugn users .
DDI-MedLine.d13.s8.p1	alcohol	drug	_	heroin	drug_n	_	false	however , the absolute number of druga - related deaths is far greater than the number of deaths in drugn or drugb users .
DDI-MedLine.d13.s8.p2	amphetamine	drug	_	heroin	drug_n	_	false	however , the absolute number of drugn - related deaths is far greater than the number of deaths in druga or drugb users .
DDI-MedLine.d69.s0.p0	contortrostatin	drug_n	_	echistatin	drug_n	_	false	differential regulation of tyrosine phosphorylation in tumor cells by druga , a homodimeric disintegrin , and monomeric disintegrins drugb and drugn .
DDI-MedLine.d69.s0.p1	contortrostatin	drug_n	_	flavoridin	drug_n	_	false	differential regulation of tyrosine phosphorylation in tumor cells by druga , a homodimeric disintegrin , and monomeric disintegrins drugn and drugb .
DDI-MedLine.d69.s0.p2	echistatin	drug_n	_	flavoridin	drug_n	_	false	differential regulation of tyrosine phosphorylation in tumor cells by drugn , a homodimeric disintegrin , and monomeric disintegrins druga and drugb .
DDI-MedLine.d69.s1.p0	contortrostatin	drug_n	_	echistatin	drug_n	_	false	the homodimeric disintegrin druga was compared directly to the monomeric disintegrins drugb and drugn for the ability to affect protein tyrosine phosphorylation in tumor cells .
DDI-MedLine.d69.s1.p1	contortrostatin	drug_n	_	flavoridin	drug_n	_	false	the homodimeric disintegrin druga was compared directly to the monomeric disintegrins drugn and drugb for the ability to affect protein tyrosine phosphorylation in tumor cells .
DDI-MedLine.d69.s1.p2	echistatin	drug_n	_	flavoridin	drug_n	_	false	the homodimeric disintegrin drugn was compared directly to the monomeric disintegrins druga and drugb for the ability to affect protein tyrosine phosphorylation in tumor cells .
DDI-MedLine.d69.s3.p0	Echistatin	drug_n	_	contortrostatin	drug_n	_	effect	druga alone had no effect on tyrosine phosphorylation in t24 cells , but dose-dependently inhibits the effects of drugb when both are added simultaneously .
DDI-MedLine.d69.s5.p0	Flavoridin	drug_n	_	contortrostatin	drug_n	_	effect	druga alone was found to have no effect on cas , but can completely block drugb - induced phosphorylation of this protein in mda-mb-435 cells .
DDI-MedLine.d48.s3.p0	Diethyl pyrocarbonate	drug_n	_	toxin A	drug_n	_	false	druga , at ph # , was used to chemically modify exposed histidine residues on drugb .
DDI-MedLine.d48.s4.p0	toxin A	drug_n	_	diethyl pyrocarbonate	drug_n	_	false	modification of druga with drugb abolished both its cytotoxic activity and the ability of the toxin to bind zn-sepharose gel .
DDI-MedLine.d48.s5.p0	toxin A	drug_n	_	diethyl pyrocarbonate	drug_n	_	false	treatment of druga with -lsb- -lcb- 14 -rcb- c -rsb- - drugb revealed concentration dependent labelling of histidine residues on the toxin molecules .
DDI-MedLine.d48.s6.p0	diethyl pyrocarbonate	drug_n	_	hydroxylamine	drug_n	_	false	the effects of druga could be reversed by drugb treatment .
DDI-MedLine.d48.s11.p0	toxin A	drug_n	_	zinc	drug	_	false	exposed histidines on druga are available for drugb chelation , and these have been exploited in the development of a novel purification protocol for drugn using drugn - chelating chromatography .
DDI-MedLine.d48.s11.p2	toxin A	drug_n	_	zinc	drug	_	false	exposed histidines on druga are available for drugn chelation , and these have been exploited in the development of a novel purification protocol for drugn using drugb - chelating chromatography .
DDI-MedLine.d48.s11.p3	zinc	drug	_	toxin A	drug_n	_	false	exposed histidines on drugn are available for druga chelation , and these have been exploited in the development of a novel purification protocol for drugb using drugn - chelating chromatography .
DDI-MedLine.d48.s11.p5	toxin A	drug_n	_	zinc	drug	_	false	exposed histidines on drugn are available for drugn chelation , and these have been exploited in the development of a novel purification protocol for druga using drugb - chelating chromatography .
DDI-MedLine.d18.s0.p0	budesonide	drug	_	Survanta	brand	_	false	note : dissolution of aerosol particles of druga in drugb , a model drugn .
DDI-MedLine.d18.s0.p1	budesonide	drug	_	lung surfactant	group	_	false	note : dissolution of aerosol particles of druga in drugn , a model drugb .
DDI-MedLine.d18.s0.p2	Survanta	brand	_	lung surfactant	group	_	false	note : dissolution of aerosol particles of drugn in druga , a model drugb .
DDI-MedLine.d18.s1.p0	pulmonary surfactant	group	_	Survanta	brand	_	false	the effect of a druga extract from bovine lung , drugb , on the dissolution rate of aerosol particles of drugn was determined .
DDI-MedLine.d18.s1.p1	pulmonary surfactant	group	_	budesonide	drug	_	false	the effect of a druga extract from bovine lung , drugn , on the dissolution rate of aerosol particles of drugb was determined .
DDI-MedLine.d18.s1.p2	Survanta	brand	_	budesonide	drug	_	false	the effect of a drugn extract from bovine lung , druga , on the dissolution rate of aerosol particles of drugb was determined .
DDI-MedLine.d18.s2.p0	budesonide	drug	_	ethanol	drug	_	false	aerosol particles of druga were generated from an drugb solution , dried , and collected by a cascade impactor for characterization or by a liquid impinger for dissolution experiments .
DDI-MedLine.d18.s6.p0	Survanta	brand	_	budesonide	drug	_	false	druga increased the extent of dissolution of drugb in proportion to the added concentration , which was also verified by equilibrium solubilization studies .
DDI-MedLine.d18.s7.p0	Survanta	brand	_	sodium dodecyl sulfate	drug_n	_	false	druga also increased rate of dissolution , in a manner similar to drugb .
DDI-MedLine.d18.s8.p1	budesonide	drug	_	Survanta	brand	_	false	analysis of the concentration of druga following ultracentrifugation indicated that there is rapid equilibration of drugn between the drugb and aqueous phase .
DDI-MedLine.d18.s8.p2	budesonide	drug	_	Survanta	brand	_	false	analysis of the concentration of drugn following ultracentrifugation indicated that there is rapid equilibration of druga between the drugb and aqueous phase .
DDI-MedLine.d62.s4.p0	METH	drug	_	SCH-23390	drug_n	_	effect	using in situ hybridization , we observed that druga caused a rapid and transient dose-dependent increase in arc mrna level in the striatum and cortex that was abolished by pretreatment with the specific drd1 antagonist drugb but not by an drugn drugn .
DDI-MedLine.d62.s4.p1	METH	drug	_	atypical neuroleptic	group	_	false	using in situ hybridization , we observed that druga caused a rapid and transient dose-dependent increase in arc mrna level in the striatum and cortex that was abolished by pretreatment with the specific drd1 antagonist drugn but not by an drugb drugn .
DDI-MedLine.d62.s4.p2	METH	drug	_	clozapine	drug	_	false	using in situ hybridization , we observed that druga caused a rapid and transient dose-dependent increase in arc mrna level in the striatum and cortex that was abolished by pretreatment with the specific drd1 antagonist drugn but not by an drugn drugb .
DDI-MedLine.d62.s4.p3	SCH-23390	drug_n	_	atypical neuroleptic	group	_	false	using in situ hybridization , we observed that drugn caused a rapid and transient dose-dependent increase in arc mrna level in the striatum and cortex that was abolished by pretreatment with the specific drd1 antagonist druga but not by an drugb drugn .
DDI-MedLine.d62.s4.p4	SCH-23390	drug_n	_	clozapine	drug	_	false	using in situ hybridization , we observed that drugn caused a rapid and transient dose-dependent increase in arc mrna level in the striatum and cortex that was abolished by pretreatment with the specific drd1 antagonist druga but not by an drugn drugb .
DDI-MedLine.d62.s4.p5	atypical neuroleptic	group	_	clozapine	drug	_	false	using in situ hybridization , we observed that drugn caused a rapid and transient dose-dependent increase in arc mrna level in the striatum and cortex that was abolished by pretreatment with the specific drd1 antagonist drugn but not by an druga drugb .
DDI-MedLine.d104.s0.p0	DCG-IV	drug_n	_	L-CCG-1	drug_n	_	false	the effects of druga and drugb upon drugn -lcb- drugn -rcb- - induced locomotion and behavioral changes in mice .
DDI-MedLine.d104.s0.p1	DCG-IV	drug_n	_	phencyclidine	drug_n	_	false	the effects of druga and drugn upon drugb -lcb- drugn -rcb- - induced locomotion and behavioral changes in mice .
DDI-MedLine.d104.s0.p2	DCG-IV	drug_n	_	PCP	drug_n	_	false	the effects of druga and drugn upon drugn -lcb- drugb -rcb- - induced locomotion and behavioral changes in mice .
DDI-MedLine.d104.s0.p3	L-CCG-1	drug_n	_	phencyclidine	drug_n	_	false	the effects of drugn and druga upon drugb -lcb- drugn -rcb- - induced locomotion and behavioral changes in mice .
DDI-MedLine.d104.s0.p4	L-CCG-1	drug_n	_	PCP	drug_n	_	false	the effects of drugn and druga upon drugn -lcb- drugb -rcb- - induced locomotion and behavioral changes in mice .
DDI-MedLine.d104.s3.p0	DCG-IV	drug_n	_	L-CCG-1	drug_n	_	false	then , the effects of metabotropic glutamate receptor -lcb- mglur -rcb- agonists , druga and drugb , on the above behavioral changes induced by drugn were found .
DDI-MedLine.d104.s3.p1	DCG-IV	drug_n	_	PCP	drug_n	_	false	then , the effects of metabotropic glutamate receptor -lcb- mglur -rcb- agonists , druga and drugn , on the above behavioral changes induced by drugb were found .
DDI-MedLine.d104.s3.p2	L-CCG-1	drug_n	_	PCP	drug_n	_	false	then , the effects of metabotropic glutamate receptor -lcb- mglur -rcb- agonists , drugn and druga , on the above behavioral changes induced by drugb were found .
DDI-MedLine.d104.s4.p0	DCG-IV	drug_n	_	PCP	drug_n	_	effect	the effects of druga were very strong and completely depressed the drugb - induced hyperlocomotion .
DDI-MedLine.d98.s0.p0	cocaine	drug	_	pentobarbital	drug	_	false	behavioral responses to repeated druga exposure in mice selectively bred for differential sensitivity to drugb .
DDI-MedLine.d98.s1.p0	pentobarbital	drug	_	cocaine	drug	_	false	mice from the 20th generation of three lines divergently selected for response to druga - induced sedation times -lsb- long-sedation time -lcb- lst -rcb- , short sedation time -lcb- sst -rcb- , and randomly bred control -lcb- rbc -rcb- -rsb- were used to study drugb - induced behavioral sensitization .
DDI-MedLine.d110.s0.p1	18-Methoxycoronaridine	drug_n	_	ibogaine	drug_n	_	false	druga -lcb- drugn -rcb- and drugb : comparison of antiaddictive efficacy , toxicity , and mechanisms of action .
DDI-MedLine.d110.s0.p2	18-MC	drug_n	_	ibogaine	drug_n	_	false	drugn -lcb- druga -rcb- and drugb : comparison of antiaddictive efficacy , toxicity , and mechanisms of action .
DDI-MedLine.d110.s2.p0	ibogaine	drug_n	_	18-MC	drug_n	_	false	like druga -lcb- 40 mg/kg -rcb- , drugb -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugn and drugn and the oral self-administration of drugn and drugn in rats ;
DDI-MedLine.d110.s2.p1	ibogaine	drug_n	_	morphine	drug	_	false	like druga -lcb- 40 mg/kg -rcb- , drugn -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugb and drugn and the oral self-administration of drugn and drugn in rats ;
DDI-MedLine.d110.s2.p2	ibogaine	drug_n	_	cocaine	drug	_	false	like druga -lcb- 40 mg/kg -rcb- , drugn -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugn and drugb and the oral self-administration of drugn and drugn in rats ;
DDI-MedLine.d110.s2.p3	ibogaine	drug_n	_	ethanol	drug	_	false	like druga -lcb- 40 mg/kg -rcb- , drugn -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugn and drugn and the oral self-administration of drugb and drugn in rats ;
DDI-MedLine.d110.s2.p4	ibogaine	drug_n	_	nicotine	drug	_	false	like druga -lcb- 40 mg/kg -rcb- , drugn -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugn and drugn and the oral self-administration of drugn and drugb in rats ;
DDI-MedLine.d110.s2.p5	18-MC	drug_n	_	morphine	drug	_	false	like drugn -lcb- 40 mg/kg -rcb- , druga -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugb and drugn and the oral self-administration of drugn and drugn in rats ;
DDI-MedLine.d110.s2.p6	18-MC	drug_n	_	cocaine	drug	_	false	like drugn -lcb- 40 mg/kg -rcb- , druga -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugn and drugb and the oral self-administration of drugn and drugn in rats ;
DDI-MedLine.d110.s2.p7	18-MC	drug_n	_	ethanol	drug	_	false	like drugn -lcb- 40 mg/kg -rcb- , druga -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugn and drugn and the oral self-administration of drugb and drugn in rats ;
DDI-MedLine.d110.s2.p8	18-MC	drug_n	_	nicotine	drug	_	false	like drugn -lcb- 40 mg/kg -rcb- , druga -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugn and drugn and the oral self-administration of drugn and drugb in rats ;
DDI-MedLine.d110.s2.p9	morphine	drug	_	cocaine	drug	_	false	like drugn -lcb- 40 mg/kg -rcb- , drugn -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of druga and drugb and the oral self-administration of drugn and drugn in rats ;
DDI-MedLine.d110.s2.p10	morphine	drug	_	ethanol	drug	_	false	like drugn -lcb- 40 mg/kg -rcb- , drugn -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of druga and drugn and the oral self-administration of drugb and drugn in rats ;
DDI-MedLine.d110.s2.p11	morphine	drug	_	nicotine	drug	_	false	like drugn -lcb- 40 mg/kg -rcb- , drugn -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of druga and drugn and the oral self-administration of drugn and drugb in rats ;
DDI-MedLine.d110.s2.p12	cocaine	drug	_	ethanol	drug	_	false	like drugn -lcb- 40 mg/kg -rcb- , drugn -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugn and druga and the oral self-administration of drugb and drugn in rats ;
DDI-MedLine.d110.s2.p13	cocaine	drug	_	nicotine	drug	_	false	like drugn -lcb- 40 mg/kg -rcb- , drugn -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugn and druga and the oral self-administration of drugn and drugb in rats ;
DDI-MedLine.d110.s2.p14	ethanol	drug	_	nicotine	drug	_	false	like drugn -lcb- 40 mg/kg -rcb- , drugn -lcb- 40 mg/kg -rcb- decreases the intravenous self-administration of drugn and drugn and the oral self-administration of druga and drugb in rats ;
DDI-MedLine.d110.s3.p0	ibogaine	drug_n	_	18-MC	drug_n	_	false	unlike druga , drugb does not affect responding for a nondrug reinforcer -lcb- water -rcb- .
DDI-MedLine.d110.s4.p0	ibogaine	drug_n	_	18-MC	drug_n	_	false	both druga and drugb ameliorate drugn withdrawal signs .
DDI-MedLine.d110.s4.p1	ibogaine	drug_n	_	opioid	group	_	false	both druga and drugn ameliorate drugb withdrawal signs .
DDI-MedLine.d110.s4.p2	18-MC	drug_n	_	opioid	group	_	false	both drugn and druga ameliorate drugb withdrawal signs .
DDI-MedLine.d110.s5.p0	ibogaine	drug_n	_	18-MC	drug_n	_	false	both druga and drugb decrease extracellular levels of dopamine in the nucleus accumbens , but only drugn increases extracellular levels of serotonin in the nucleus accumbens .
DDI-MedLine.d110.s5.p2	18-MC	drug_n	_	ibogaine	drug_n	_	false	both drugn and druga decrease extracellular levels of dopamine in the nucleus accumbens , but only drugb increases extracellular levels of serotonin in the nucleus accumbens .
DDI-MedLine.d110.s6.p0	ibogaine	drug_n	_	18-MC	drug_n	_	false	both druga and drugb block drugn - induced and drugn - induced dopamine release in the nucleus accumbens ;
DDI-MedLine.d110.s6.p1	ibogaine	drug_n	_	morphine	drug	_	effect	both druga and drugn block drugb - induced and drugn - induced dopamine release in the nucleus accumbens ;
DDI-MedLine.d110.s6.p2	ibogaine	drug_n	_	nicotine	drug	_	effect	both druga and drugn block drugn - induced and drugb - induced dopamine release in the nucleus accumbens ;
DDI-MedLine.d110.s6.p3	18-MC	drug_n	_	morphine	drug	_	effect	both drugn and druga block drugb - induced and drugn - induced dopamine release in the nucleus accumbens ;
DDI-MedLine.d110.s6.p4	18-MC	drug_n	_	nicotine	drug	_	effect	both drugn and druga block drugn - induced and drugb - induced dopamine release in the nucleus accumbens ;
DDI-MedLine.d110.s6.p5	morphine	drug	_	nicotine	drug	_	false	both drugn and drugn block druga - induced and drugb - induced dopamine release in the nucleus accumbens ;
DDI-MedLine.d110.s7.p0	ibogaine	drug_n	_	cocaine	drug	_	effect	only druga enhances drugb - induced increases in accumbal dopamine .
DDI-MedLine.d110.s8.p0	ibogaine	drug_n	_	18-MC	drug_n	_	false	both druga and drugb enhance the locomotor and/or stereotypic effects of stimulants .
DDI-MedLine.d110.s9.p0	Ibogaine	drug_n	_	18-MC	drug_n	_	false	druga attenuates , but drugb potentiates , the acute locomotor effects of drugn ;
DDI-MedLine.d110.s9.p1	Ibogaine	drug_n	_	morphine	drug	_	effect	druga attenuates , but drugn potentiates , the acute locomotor effects of drugb ;
DDI-MedLine.d110.s9.p2	18-MC	drug_n	_	morphine	drug	_	effect	drugn attenuates , but druga potentiates , the acute locomotor effects of drugb ;
DDI-MedLine.d110.s13.p0	Ibogaine	drug_n	_	18-MC	drug_n	_	false	druga , but not drugb , decreases heart rate at high doses .
DDI-MedLine.d110.s14.p0	18-MC	drug_n	_	ibogaine	drug_n	_	false	while druga and drugb have similar affinities for kappa opioid and possibly nicotinic receptors , drugn has much lower affinities than drugn for n_methyl_d_aspartate and sigma-2 receptors , sodium channels , and the 5-ht transporter .
DDI-MedLine.d110.s14.p2	18-MC	drug_n	_	ibogaine	drug_n	_	false	while druga and drugn have similar affinities for kappa opioid and possibly nicotinic receptors , drugn has much lower affinities than drugb for n_methyl_d_aspartate and sigma-2 receptors , sodium channels , and the 5-ht transporter .
DDI-MedLine.d110.s14.p3	ibogaine	drug_n	_	18-MC	drug_n	_	false	while drugn and druga have similar affinities for kappa opioid and possibly nicotinic receptors , drugb has much lower affinities than drugn for n_methyl_d_aspartate and sigma-2 receptors , sodium channels , and the 5-ht transporter .
DDI-MedLine.d110.s14.p5	18-MC	drug_n	_	ibogaine	drug_n	_	false	while drugn and drugn have similar affinities for kappa opioid and possibly nicotinic receptors , druga has much lower affinities than drugb for n_methyl_d_aspartate and sigma-2 receptors , sodium channels , and the 5-ht transporter .
DDI-MedLine.d110.s15.p0	18-MC	drug_n	_	ibogaine	drug_n	_	false	both druga and drugb are sequestered in fat and , like drugn , drugn probably has an active metabolite .
DDI-MedLine.d110.s15.p1	18-MC	drug_n	_	ibogaine	drug_n	_	false	both druga and drugn are sequestered in fat and , like drugb , drugn probably has an active metabolite .
DDI-MedLine.d110.s15.p4	ibogaine	drug_n	_	18-MC	drug_n	_	false	both drugn and druga are sequestered in fat and , like drugn , drugb probably has an active metabolite .
DDI-MedLine.d110.s15.p5	ibogaine	drug_n	_	18-MC	drug_n	_	false	both drugn and drugn are sequestered in fat and , like druga , drugb probably has an active metabolite .
DDI-MedLine.d110.s16.p0	18-MC	drug_n	_	ibogaine	drug_n	_	false	the data suggest that druga has a narrower spectrum of actions and will have a substantially greater therapeutic index than drugb .
DDI-MedLine.d106.s0.p0	warfarin	drug	_	sedatives	group	_	int	clinical implications of druga interactions with five drugb .
DDI-MedLine.d106.s1.p0	anticoagulant	group	_	phenobarbital	drug	_	false	the intensity , uniformity and time course of druga interference by drugb , drugn , drugn , drugn and drugn were systematically investigated in # patients receiving drugn therapy .
DDI-MedLine.d106.s1.p1	anticoagulant	group	_	secobarbital	drug	_	false	the intensity , uniformity and time course of druga interference by drugn , drugb , drugn , drugn and drugn were systematically investigated in # patients receiving drugn therapy .
DDI-MedLine.d106.s1.p2	anticoagulant	group	_	glutethimide	drug	_	false	the intensity , uniformity and time course of druga interference by drugn , drugn , drugb , drugn and drugn were systematically investigated in # patients receiving drugn therapy .
DDI-MedLine.d106.s1.p3	anticoagulant	group	_	chloral hydrate	drug	_	false	the intensity , uniformity and time course of druga interference by drugn , drugn , drugn , drugb and drugn were systematically investigated in # patients receiving drugn therapy .
DDI-MedLine.d106.s1.p4	anticoagulant	group	_	methaqualone	drug	_	false	the intensity , uniformity and time course of druga interference by drugn , drugn , drugn , drugn and drugb were systematically investigated in # patients receiving drugn therapy .
DDI-MedLine.d106.s1.p5	anticoagulant	group	_	coumarin	group	_	false	the intensity , uniformity and time course of druga interference by drugn , drugn , drugn , drugn and drugn were systematically investigated in # patients receiving drugb therapy .
DDI-MedLine.d106.s1.p10	phenobarbital	drug	_	coumarin	group	_	false	the intensity , uniformity and time course of drugn interference by druga , drugn , drugn , drugn and drugn were systematically investigated in # patients receiving drugb therapy .
DDI-MedLine.d106.s1.p14	secobarbital	drug	_	coumarin	group	_	false	the intensity , uniformity and time course of drugn interference by drugn , druga , drugn , drugn and drugn were systematically investigated in # patients receiving drugb therapy .
DDI-MedLine.d106.s1.p17	glutethimide	drug	_	coumarin	group	_	false	the intensity , uniformity and time course of drugn interference by drugn , drugn , druga , drugn and drugn were systematically investigated in # patients receiving drugb therapy .
DDI-MedLine.d106.s1.p19	chloral hydrate	drug	_	coumarin	group	_	false	the intensity , uniformity and time course of drugn interference by drugn , drugn , drugn , druga and drugn were systematically investigated in # patients receiving drugb therapy .
DDI-MedLine.d106.s1.p20	methaqualone	drug	_	coumarin	group	_	false	the intensity , uniformity and time course of drugn interference by drugn , drugn , drugn , drugn and druga were systematically investigated in # patients receiving drugb therapy .
DDI-MedLine.d106.s5.p0	chloral hydrate	drug	_	methaqualone	drug	_	false	there was no significant change in prothrombin test results during the trials of druga and drugb .
DDI-MedLine.d106.s6.p0	Barbiturates	group	_	glutethimide	drug	_	false	druga and drugb should not be administered to patients receiving drugn .
DDI-MedLine.d106.s6.p1	Barbiturates	group	_	coumarin drugs	group	_	advise	druga and drugn should not be administered to patients receiving drugb .
DDI-MedLine.d106.s6.p2	glutethimide	drug	_	coumarin drugs	group	_	advise	drugn and druga should not be administered to patients receiving drugb .
DDI-MedLine.d106.s8.p0	Chloral hydrate	drug	_	methaqualone	drug	_	false	druga and drugb interact pharmacologically with orally administered drugn , but the effect is not clinically significant .
DDI-MedLine.d106.s8.p1	Chloral hydrate	drug	_	anticoagulant agents	group	_	int	druga and drugn interact pharmacologically with orally administered drugb , but the effect is not clinically significant .
DDI-MedLine.d106.s8.p2	methaqualone	drug	_	anticoagulant agents	group	_	int	drugn and druga interact pharmacologically with orally administered drugb , but the effect is not clinically significant .
DDI-MedLine.d106.s9.p0	chloral hydrate	drug	_	methaqualone	drug	_	false	it is concluded that druga and drugb may be administered safely without additional caution in prothrombin test monitoring during oral drugn therapy .
DDI-MedLine.d106.s9.p1	chloral hydrate	drug	_	anticoagulant	group	_	false	it is concluded that druga and drugn may be administered safely without additional caution in prothrombin test monitoring during oral drugb therapy .
DDI-MedLine.d106.s9.p2	methaqualone	drug	_	anticoagulant	group	_	false	it is concluded that drugn and druga may be administered safely without additional caution in prothrombin test monitoring during oral drugb therapy .
DDI-MedLine.d127.s6.p0	thiazide diuretics	group	_	digoxin	drug	_	false	concomitantly given druga did not interfere with the absorption of a tablet of drugb .
DDI-MedLine.d135.s0.p0	clozapine	drug	_	phencyclidine	drug_n	_	false	combinations of druga and drugb : effects on drug discrimination and behavioral inhibition in rats .
DDI-MedLine.d135.s3.p0	atypical antipsychotic	group	_	clozapine	drug	_	false	in the present study , the druga drugb was tested in combination with an active dose of drugn in two-lever drug discrimination and mixed signalled-unsignalled differential-reinforcement-of-low-rates -lcb- drl -rcb- procedures .
DDI-MedLine.d135.s3.p1	atypical antipsychotic	group	_	PCP	drug_n	_	false	in the present study , the druga drugn was tested in combination with an active dose of drugb in two-lever drug discrimination and mixed signalled-unsignalled differential-reinforcement-of-low-rates -lcb- drl -rcb- procedures .
DDI-MedLine.d135.s3.p2	clozapine	drug	_	PCP	drug_n	_	false	in the present study , the drugn druga was tested in combination with an active dose of drugb in two-lever drug discrimination and mixed signalled-unsignalled differential-reinforcement-of-low-rates -lcb- drl -rcb- procedures .
DDI-MedLine.d135.s5.p0	clozapine	drug	_	PCP	drug_n	_	false	acute dosing with druga failed to alter the behavioral effects of drugb in either procedure even when tested up to doses that produced pharmacological effects alone .
DDI-MedLine.d135.s6.p0	clozapine	drug	_	PCP	drug_n	_	false	these results suggest that acute dosing with druga would not affect behaviors most closely associated with drugb intoxication .
DDI-MedLine.d135.s8.p0	antipsychotics	group	_	PCP	drug_n	_	false	since chronic dosing is required for therapeutic efficacy of druga , future studies should focus on investigation of chronic dosing effects of these drugs in combination with drugb .
DDI-MedLine.d95.s4.p0	Resveratrol	drug_n	_	noradrenaline	drug	_	false	druga -lcb- 5-35 micromol/l -rcb- induced concentration-dependent relaxation of mesenteric arteries preconstricted with drugb -lcb- 8 micromol/l -rcb- or drugn -lcb- 125 mmol/l -rcb- from both lean and dietary-obese rats .
DDI-MedLine.d95.s4.p1	Resveratrol	drug_n	_	KCl	drug	_	false	druga -lcb- 5-35 micromol/l -rcb- induced concentration-dependent relaxation of mesenteric arteries preconstricted with drugn -lcb- 8 micromol/l -rcb- or drugb -lcb- 125 mmol/l -rcb- from both lean and dietary-obese rats .
